,frame,y,x,A,bg,x0,y0,x_std,y_std,sigma,niter,neglogL,retcode,xy_std,particle,dx,dy,step_length,step_sigma,p_value,Rg,log_p_values,track_length,motion
19,19,8.440610840407516,64.73395572916593,59.015067449951204,107.29908981755705,65,8,0.15867444472724504,0.15401197924104307,1.459973227534316,5,10.77709858007939,0,0.15636059151724105,0,0.8735342404281781,0.5039823132399475,1.0084940462189762,0.21717214070225122,2.0765311971110334e-05,3.1003347451449237,-1294.5537285694784,106,mobile
20,20,8.546531776122176,65.6978233368956,57.40104805946571,106.57521037545783,65,8,0.15772282679256644,0.16203842997470755,1.486628556145026,5,12.906061223958522,0,0.15989518892090862,0,0.963867607729668,0.10592093571466066,0.969670052055431,0.22364057328596385,8.274390191690596e-05,3.1003347451449237,-1294.5537285694784,106,mobile
21,21,8.242692506262637,66.30584726964241,52.710817107768925,105.07601569438302,67,8,0.16496486461058094,0.18305492193223244,1.6489393354436654,7,14.674134302398299,0,0.17424481484337348,0,0.6080239327468178,-0.30383926985953913,0.6797142081063811,0.23649043731164812,0.016075924094201097,3.1003347451449237,-1294.5537285694784,106,mobile
22,22,7.9155700140194405,65.71975539624401,74.62357529390621,106.21229391851112,66,8,0.12509051824874706,0.1277082478983108,1.4480512307290794,5,10.139917981598282,0,0.12640615953543666,0,-0.5860918733984022,-0.32712249224319656,0.6712025096757676,0.21526674770688523,0.00774294287400437,3.1003347451449237,-1294.5537285694784,106,mobile
23,23,7.472085610484738,66.4464304830378,67.61701534413896,103.98328184111169,66,7,0.1323982987709229,0.1406405075987961,1.6570506272510666,5,14.013662956355653,0,0.13658159080762236,0,0.7266750867937901,-0.4434844035347023,0.8513137482416767,0.18609956506139141,2.8572758843787185e-05,3.1003347451449237,-1294.5537285694784,106,mobile
24,24,6.941021564612357,66.69246345111509,71.87340478703601,106.17219734913247,67,7,0.13108385796596225,0.1289319658381277,1.5317718335237824,5,12.059086645185728,0,0.13001236409304442,0,0.24603296807728725,-0.5310640458723812,0.5852873159391566,0.18856761589573948,0.008091260545255696,3.1003347451449237,-1294.5537285694784,106,mobile
25,25,6.423848364516075,67.5005992188331,102.76509621889844,104.59237211775427,67,7,0.09444405581871079,0.09383918528129585,1.4279259266253836,4,13.66505280769321,0,0.09414210634393393,0,0.8081357677180137,-0.5171732000962823,0.959453770623167,0.1605177591543531,1.7453574842197298e-08,3.1003347451449237,-1294.5537285694784,106,mobile
26,26,6.576446160260245,67.89564419892969,92.51348020522185,105.67546316576188,68,6,0.10520515692230001,0.10366941616173221,1.4602457019720794,5,13.151145319010189,0,0.10444010936982064,0,0.3950449800965856,0.1525977957441702,0.4234933571680803,0.1406075127155468,0.010719195494427533,3.1003347451449237,-1294.5537285694784,106,mobile
27,27,6.033777396196999,68.41539747664514,85.09959037374439,106.71673280670318,69,6,0.11131157575240423,0.1131215198337967,1.4212582862283094,5,17.504981148263653,0,0.11222019681410135,0,0.5197532777154521,-0.5426687640632455,0.7514205594644628,0.15330071434333153,6.065472390348144e-06,3.1003347451449237,-1294.5537285694784,106,mobile
28,28,5.823223507030852,68.85467634767748,95.5129316576235,104.59279684109536,69,6,0.1027864027987501,0.09798722458143534,1.5864520390608055,4,9.99218820035634,0,0.10041548879898846,0,0.439278871032343,-0.2105538891661478,0.4871333152007161,0.15058765873648283,0.005341595113390019,3.1003347451449237,-1294.5537285694784,106,mobile
29,29,5.549985973792971,68.77083089122256,92.46627901856627,106.2445267061963,69,6,0.10550380013380613,0.102877785631005,1.515779083126758,4,12.04252919798375,0,0.10419906578039251,0,-0.0838454564549238,-0.27323753323788047,0.28581254370313486,0.14470907262589425,0.14220608224766698,3.1003347451449237,-1294.5537285694784,106,mobile
30,30,5.796134682463808,68.21281486546324,108.05459299081538,105.90611877527583,68,6,0.08885451912321922,0.0928722188147748,1.4609308846594562,4,16.778559711475957,0,0.09088557255196762,0,-0.558016025759315,0.2461487086708365,0.6098943119791664,0.13826652743019743,5.956266901244004e-05,3.1003347451449237,-1294.5537285694784,106,mobile
31,31,5.860263712925446,68.15706699700922,99.11969117510608,105.8885211723978,68,6,0.09677122955667723,0.09860343204264341,1.4858207066587739,4,15.988722113673976,0,0.09769162625450381,0,-0.05574786845402002,0.06412903046163798,0.08497268611216438,0.1334310351393132,0.8164617043087958,3.1003347451449237,-1294.5537285694784,106,mobile
32,32,5.601177112711421,68.12831544316224,134.41798915763783,105.73136897962597,68,6,0.075034309419035,0.0748623372894814,1.3921363237997837,5,18.037153307174687,0,0.07494837267891666,0,-0.028751553846987576,-0.2590866002140242,0.26067703822753135,0.1231296568965716,0.10634750847171213,3.1003347451449237,-1294.5537285694784,106,mobile
33,33,5.5458936533832865,68.66808586009795,123.74982881162971,106.27910239084898,69,5,0.08075821016956593,0.08095499324688855,1.3857142628091363,4,12.359138010084266,0,0.08085666157279668,0,0.5397704169357098,-0.05528345932813483,0.5425941060076451,0.11024998089757457,5.5012860015675516e-06,3.1003347451449237,-1294.5537285694784,106,mobile
34,34,5.709385540326332,67.90682723994011,114.46118709575137,105.31919896926809,68,6,0.08460402410510097,0.08717541828090952,1.4084964131001765,4,11.543497139373414,0,0.08589934355752679,0,-0.7612586201578324,0.16349188694304573,0.7786169044278479,0.11796820310707372,3.47069039628482e-10,3.1003347451449237,-1294.5537285694784,106,mobile
35,35,5.891447054088586,67.411862062213,162.21765766889843,106.34819292393664,67,6,0.06492537710257616,0.06430788504731443,1.2560103316508915,4,16.793964609983362,0,0.06461736868354485,0,-0.49496517772711,0.1820615137622541,0.527386880720248,0.10749000678760413,5.9252649983665765e-06,3.1003347451449237,-1294.5537285694784,106,mobile
36,36,5.92528482575094,67.92665301279655,135.21320257614494,106.49486624562348,68,6,0.07454279644644998,0.07533661964384325,1.3647382188517099,4,16.857165385626875,0,0.0749407591415312,0,0.5147909505835457,0.03383777166235369,0.5159018487985716,0.09895211830119735,1.2516093045528814e-06,3.1003347451449237,-1294.5537285694784,106,mobile
37,37,6.600575436941614,67.68848561420684,169.9689477100549,107.11538964225689,68,7,0.06280518135141301,0.06127551765260508,1.2923635074437425,4,14.582244140823157,0,0.06204506373668494,0,-0.23816739858970948,0.6752906111906736,0.7160594383940925,0.09729186664258369,1.7278524215557019e-12,3.1003347451449237,-1294.5537285694784,106,mobile
38,38,6.5710947027627915,68.35703156185907,151.22515007990341,103.85827035752793,68,7,0.06740954603682557,0.06749807792200234,1.4706313908056496,4,19.77637648417511,0,0.06745382650397086,0,0.668545947652234,-0.029480734178822132,0.6691956349304334,0.09164937885287111,2.647617641905278e-12,3.1003347451449237,-1294.5537285694784,106,mobile
39,39,6.905646163628914,68.32785172864517,132.78479023455583,104.54191440842686,68,7,0.07688644949805178,0.0750968141864049,1.457713431344169,5,15.082584132287097,0,0.07599689999389413,0,-0.029179833213902384,0.3345514608661224,0.335821593460051,0.10161470129223303,0.004249198833381603,3.1003347451449237,-1294.5537285694784,106,mobile
40,40,7.421133490890165,68.83537646617164,150.067711725035,106.28270636158007,69,7,0.06994121753531264,0.06770506539972505,1.4050357617909033,5,14.978057291468714,0,0.06883222279972866,0,0.5075247375264667,0.5154873272612512,0.7234006799611521,0.10253489018004278,1.5538749258123026e-11,3.1003347451449237,-1294.5537285694784,106,mobile
41,41,8.28723384182503,68.54094858581193,143.61060888351585,104.54917320284743,69,8,0.07187866355169874,0.06968882537670786,1.4693970203515934,5,21.39037230949332,0,0.07079221234134297,0,-0.2944278803597058,0.8661003509348646,0.9147773470209047,0.09873911192497772,2.299764593189842e-19,3.1003347451449237,-1294.5537285694784,106,mobile
42,42,7.750194381421996,68.61091309180405,151.10592028014437,106.7137539413807,69,8,0.0691524361998766,0.06828576930051444,1.4047644899328118,5,15.18728607070679,0,0.06872046900793491,0,0.06996450599211812,-0.537039460403034,0.5415777083011292,0.09866123954650244,2.8635996791630777e-07,3.1003347451449237,-1294.5537285694784,106,mobile
43,43,7.363447386525143,69.4049220227347,162.75262983254225,105.34448216742892,69,7,0.06401797518968567,0.0638551002549319,1.38314020872513,4,12.539688826045976,0,0.0639365895866937,0,0.7940089309306444,-0.3867469948968525,0.8831893457573925,0.09386367960317692,5.956342505949535e-20,3.1003347451449237,-1294.5537285694784,106,mobile
44,44,7.43958455785241,69.67292186646938,142.77135059327983,104.83113936300289,70,7,0.0716994282543614,0.07012777088192491,1.5117709164421822,5,19.20739408912898,0,0.07091795351273919,0,0.26799984373468533,0.07613717132726627,0.27860507012531777,0.09548425848490602,0.014167395362114426,3.1003347451449237,-1294.5537285694784,106,mobile
45,45,7.958945604192986,69.12922286616991,152.73270471593057,105.99992069132533,69,8,0.06814144813553943,0.06717707280227539,1.3878964424000622,5,15.406180871348377,0,0.06766097865199194,0,-0.543699000299469,0.5193610463405767,0.7518939415786117,0.09801716259196827,1.6672076704170857e-13,3.1003347451449237,-1294.5537285694784,106,mobile
46,46,7.36822582532194,70.1028640547584,134.64689262521463,105.65556104046436,70,8,0.07589153933145786,0.07414434844535821,1.4079971934974616,4,12.693229993618246,0,0.07502303029232059,0,0.9736411885884877,-0.5907197788710459,1.1388270374668228,0.10102704146112447,2.5543212864551437e-28,3.1003347451449237,-1294.5537285694784,106,mobile
47,47,6.717130820983751,70.2087620075553,89.95219801078889,106.31356678986492,70,7,0.11536915584073446,0.10109611598241532,1.5021132413628484,6,19.21618283854711,0,0.10846766058630943,0,0.1058979527968944,-0.6510950043381891,0.659650726582424,0.1318851336099307,3.6949858786509694e-06,3.1003347451449237,-1294.5537285694784,106,mobile
48,48,7.016589983956048,69.99513513896852,99.67824356988869,105.0136183491508,70,7,0.09736502376617487,0.09686490362302909,1.5406997650513656,4,15.517322551088462,0,0.09711528563230021,0,-0.21362686858677193,0.2994591629722967,0.3678481062480253,0.14559056321242142,0.041096338909760166,3.1003347451449237,-1294.5537285694784,106,mobile
49,49,6.782864008793097,70.4094183371177,107.37399220427322,104.98535633689865,70,7,0.09215192204472933,0.08957229063304574,1.4952940311734142,4,12.366158638491065,0,0.09087126054421354,0,0.41428319814917813,-0.23372597516295102,0.47566626928402606,0.13299986727939841,0.0016691052760406152,3.1003347451449237,-1294.5537285694784,106,mobile
50,50,6.740026063294593,70.57801453535488,93.88035700009821,104.3713394261348,71,7,0.10484777663048317,0.09967880060436976,1.5119225169443267,5,16.49242430210606,0,0.1022959421342836,0,0.1685961982371822,-0.04283794549850395,0.1739533490179595,0.1368285268868851,0.4456898490297886,3.1003347451449237,-1294.5537285694784,106,mobile
51,51,6.415445734615046,69.83956802800051,82.07961527371955,104.93615522599211,69,6,0.11831618752581723,0.11162950672392206,1.586873642647662,5,12.491043686094216,0,0.11502144800442765,0,-0.738446507354368,-0.3245803286795468,0.8066322792881445,0.15392983232036586,1.089098507865959e-06,3.1003347451449237,-1294.5537285694784,106,mobile
52,52,6.314590712585303,69.50073499031245,107.63486313279311,106.8781434534637,69,6,0.0910838011392821,0.09291801981341864,1.4078769328685672,6,16.3939403589845,0,0.09200548145634353,0,-0.3388330376880617,-0.1008550220297435,0.3535244869843382,0.1472920300595006,0.056113166508237944,3.1003347451449237,-1294.5537285694784,106,mobile
53,53,6.57624977290519,69.8612943586219,68.49687440169458,106.46485995359161,70,7,0.13592015437139357,0.13541257841636464,1.6020440181288564,5,15.418867872602524,0,0.13566660377136217,0,0.36055936830945257,0.2616590603198876,0.44549806051564134,0.16392204243746278,0.024895585362920677,3.1003347451449237,-1294.5537285694784,106,mobile
54,54,6.7757306561541535,70.61710752843972,74.07847427320445,104.83249569285896,70,7,0.12701388560559995,0.12464441456987589,1.5693385351031066,5,14.920287568931677,0,0.12583472736112936,0,0.755813169817813,0.19948088324896318,0.7816944226818027,0.1850400118593423,0.00013328273460896389,3.1003347451449237,-1294.5537285694784,106,mobile
55,55,7.324991009025595,70.52905944380463,81.67411326280141,105.73323583978112,70,7,0.11600844971599164,0.11530686834277568,1.5172082918012215,5,11.907037886280486,0,0.11565819100376325,0,-0.08804808463509062,0.5492603528714417,0.5562727752140749,0.17091283087092302,0.0050086489446785325,3.1003347451449237,-1294.5537285694784,106,mobile
56,56,7.403521519324227,70.40668157063416,74.02175693097662,103.93245269628969,70,7,0.12500011663667895,0.12629263453976378,1.6480797958713835,5,13.439939179344734,0,0.12564803758550644,0,-0.12237787317046411,0.07853051029863156,0.14540765072543355,0.17077542708291443,0.6959425918929809,3.1003347451449237,-1294.5537285694784,106,mobile
57,57,6.6219422298218005,70.63858072974732,74.1734518821574,105.32030409213122,71,7,0.12880267030431242,0.12504129832488892,1.5712155079967902,5,14.462659043246035,0,0.1269359172265582,0,0.23189915911315495,-0.7815792895024263,0.8152566502497884,0.17860614891776955,2.990283830785101e-05,3.1003347451449237,-1294.5537285694784,106,mobile
58,58,6.509109149177365,69.83054561758294,83.82484807465562,106.01147165871511,70,6,0.11539417068687047,0.11124826894467689,1.432814465772738,4,12.890843999182334,0,0.11334017816224252,0,-0.8080351121643758,-0.11283308064443531,0.8158750189693328,0.17017262725831234,1.0200048661320979e-05,3.1003347451449237,-1294.5537285694784,106,mobile
59,59,6.918979269480917,71.14921984069825,102.0899058999677,106.23192549667625,71,7,0.09678896069684666,0.09363197700811565,1.4138889976504838,4,12.792806525663739,0,0.09522355284073375,0,1.318674223115309,0.40987012030355174,1.3809037700819025,0.1480321620508898,1.2706884660815874e-19,3.1003347451449237,-1294.5537285694784,106,mobile
60,60,7.351088684783234,71.04861745617642,79.02171235108754,105.56127820513116,71,7,0.11796795190118801,0.11986763958318726,1.6241268225270384,5,14.567192903512414,0,0.11892158907239234,0,-0.10060238452183512,0.4321094153023175,0.44366585012190185,0.15234785644410936,0.014401480473276891,3.1003347451449237,-1294.5537285694784,106,mobile
61,61,7.906089937586829,70.69193920903314,107.70658629090047,105.93362806656584,71,8,0.09246553146034671,0.08909831771546863,1.405432241015547,4,11.215369911566823,0,0.0907975350105138,0,-0.3566782471432788,0.5550012528035948,0.6597315837511204,0.14962131102048404,6.0000959895611396e-05,3.1003347451449237,-1294.5537285694784,106,mobile
62,62,7.087303205558425,70.86149677750821,116.19272803317462,104.58472130751257,71,7,0.08425625726963683,0.0849045483258123,1.5199290404721606,4,11.452168304523111,0,0.0845810239223238,0,0.16955756847507075,-0.8187867320284044,0.8361587657693558,0.12408925002486795,1.3813533523526594e-10,3.1003347451449237,-1294.5537285694784,106,mobile
63,63,7.307660043298117,70.97081863459827,128.03549979695825,103.65831033063941,71,7,0.07648001362670935,0.0791636933925811,1.458403159592553,4,20.21924323672767,0,0.07783342095750462,0,0.10932185709006603,0.2203568377396925,0.24598456125590076,0.11494342532610045,0.10127609888755995,3.1003347451449237,-1294.5537285694784,106,mobile
64,64,7.332384788218282,70.50840650594876,96.80655090481133,106.43326355109548,70,7,0.09895768434453667,0.10109349543214127,1.489315045250825,5,15.296548045695454,0,0.10003129037836442,0,-0.4624121286495182,0.024724744920164632,0.4630726613972647,0.1267450214908214,0.001262941862719324,3.1003347451449237,-1294.5537285694784,106,mobile
65,65,7.302291048065414,69.57547002089325,91.01482248447986,106.52923299097253,70,7,0.10616904504475522,0.10636485989915123,1.4976527622325413,5,16.34424466585539,0,0.10626699757469704,0,-0.9329364850555066,-0.03009374015286781,0.9334217258796326,0.14594154250350147,1.3096383038114683e-09,3.1003347451449237,-1294.5537285694784,106,mobile
66,66,6.7991160999497104,70.0258844530978,69.96135054108642,103.8264290386042,70,6,0.1314017445918136,0.13517230074628775,1.7389930916743204,6,14.949692807277506,0,0.13330035515859867,0,0.45041443220455335,-0.5031749481157037,0.6753208046176212,0.17047480593609488,0.0003911617792011935,3.1003347451449237,-1294.5537285694784,106,mobile
67,67,6.177312083787896,69.27793394926283,80.43414472959688,106.43607073617083,69,6,0.1165901265908403,0.1194576293591357,1.4408265925863486,5,16.025750709277474,0,0.11803258624331843,0,-0.7479505038349714,-0.6218040161618141,0.9726613957086757,0.17804683681743674,3.307429004158803e-07,3.1003347451449237,-1294.5537285694784,106,mobile
68,68,6.576542216348697,69.76249073289534,68.16922861358603,106.98406150758169,70,6,0.13637380058878978,0.13826169281955686,1.4780652885427714,5,13.155173980303788,0,0.13732099109087528,0,0.4845567836325131,0.39923013256080075,0.627837538945228,0.18107663021347248,0.002451871950071121,3.1003347451449237,-1294.5537285694784,106,mobile
69,69,7.008370303042639,69.77925272523517,70.76844529748236,105.4027474908764,70,7,0.13316673873653,0.1303360759376228,1.6119246764459552,4,11.43584761845456,0,0.13175900917307518,0,0.01676199233982345,0.4318280866939421,0.43215328396872227,0.19030893592380457,0.07590571020995622,3.1003347451449237,-1294.5537285694784,106,mobile
70,70,7.361797326606141,69.09701823258263,61.10223525281375,103.38386069378886,69,7,0.1502224506890631,0.14844238985967392,1.7413605030362675,5,15.633077138449146,0,0.14933507256883666,0,-0.6822344926525403,0.3534270235635022,0.7683453415944066,0.19915170196965482,0.0005858585594212892,3.1003347451449237,-1294.5537285694784,106,mobile
71,71,8.267677704720702,69.18342644203554,64.56699672955554,106.14091133163461,70,9,0.14243535341607427,0.14495759753741763,1.616285849713879,6,12.734694476499257,0,0.1437020093571797,0,0.08640820945291239,0.9058803781145608,0.9099921088195425,0.20724678861789553,6.508373906560285e-05,3.1003347451449237,-1294.5537285694784,106,mobile
72,72,8.98431162350831,69.3437827592322,57.51934374048631,106.55726694539074,69,9,0.1666099069159016,0.15427127812651859,1.5710226521889268,4,13.142965238144946,0,0.1605591609614896,0,0.16035631719665844,0.7166339187876076,0.7343557189957458,0.2154750836220942,0.003004947776348484,3.1003347451449237,-1294.5537285694784,106,mobile
73,73,8.927174002993253,69.13977913658253,61.89999182528307,105.91960650913809,69,9,0.1507392023439051,0.14890261161935345,1.5397318197149188,6,10.761361985326568,0,0.14982372120318727,0,-0.20400362264966532,-0.05713762051505711,0.21185416147036082,0.21960508100640092,0.6279290779276154,3.1003347451449237,-1294.5537285694784,106,mobile
74,74,9.81386383035622,69.35658429932143,61.45729258135736,106.606800105559,70,10,0.15460618907545154,0.1463466515507789,1.5162383036503526,5,8.194209846987617,0,0.15053307962132337,0,0.2168051627388934,0.886689827362968,0.9128106750795633,0.21238492294758135,9.746639968902773e-05,3.1003347451449237,-1294.5537285694784,106,mobile
75,75,10.232590615171112,69.33527243414382,44.49636779513293,105.68494429183774,70,10,0.20938302096773106,0.19375941336370953,1.6540759860848477,4,12.881036136634277,0,0.20172253188057868,0,-0.021311865177608524,0.4187267848148917,0.4192687871983379,0.2516986053369998,0.24973031640807344,3.1003347451449237,-1294.5537285694784,106,mobile
76,76,11.432551865007738,68.89268222267137,36.92430498660911,105.52041228100188,69,11,0.2306439932017892,0.2569948531547231,1.650631680486388,7,9.998576217667319,0,0.24417514835470527,0,-0.44259021147244937,1.199961249836626,1.278981272888976,0.31672303822480835,0.0002877536156640838,3.1003347451449237,-1294.5537285694784,106,mobile
77,77,12.340325197544342,67.89380831498269,29.63786068771489,104.46793744829982,67,13,0.3048719490245124,0.291445410014613,1.8946876261829249,6,9.187560237253765,0,0.2982342471284869,0,-0.9988739076886759,0.9077733325366033,1.349741273995078,0.3854415250519042,0.0021737074292142522,3.1003347451449237,-1294.5537285694784,106,mobile
78,78,11.662307934476758,67.99104411017052,35.9237060112679,104.76348279609404,68,12,0.2421667720194856,0.25153659996915373,1.8624316813543669,4,7.281021104162236,0,0.2468961386842447,0,0.09723579518782799,-0.6780172630675843,0.6849541655347947,0.3871709821997062,0.209108293359612,3.1003347451449237,-1294.5537285694784,106,mobile
79,79,11.624456827079161,68.85546787040842,38.53668750407828,104.59244059783322,69,12,0.2280978641150826,0.22814725091223134,1.6622450377314968,4,10.362360545790168,0,0.22812255885014018,0,0.8644237602378979,-0.03785110739759645,0.8652520693965725,0.3361511641412617,0.03641661562781369,3.1003347451449237,-1294.5537285694784,106,mobile
80,80,12.266573993427922,68.80726544724308,41.301624352333825,106.79321032727971,69,12,0.21495330443070917,0.22728280468206222,1.5247848851843797,5,9.593200615245987,0,0.22120397418426457,0,-0.04820242316533552,0.6421171663487613,0.6439238533543953,0.31775950033200967,0.12831712658762767,3.1003347451449237,-1294.5537285694784,106,mobile
81,81,11.952473097892515,67.62430176273662,49.074524822250524,104.37381772997561,68,12,0.18078660903022387,0.18559580114517205,1.7797546365527417,4,8.268168914679638,0,0.18320698595763926,0,-1.1829636845064613,-0.31410089553540743,1.2239536149042771,0.28722116547809534,0.00011396640716566203,3.1003347451449237,-1294.5537285694784,106,mobile
82,82,12.824635951524591,67.90472304520748,35.27745972289713,106.27584072838086,68,13,0.2433586684010865,0.26198303140667845,1.5988342947672824,5,12.756311372453437,0,0.25284239184814583,0,0.2804212824708543,0.8721628536320765,0.9161354369951233,0.3122404118931019,0.013509186121519773,3.1003347451449237,-1294.5537285694784,106,mobile
83,83,12.661329364037146,67.83844490890273,40.00120786621204,105.36442829091048,68,13,0.22628110513730684,0.2203958977468361,1.722367069729982,5,8.989226067935471,0,0.22335788578623628,0,-0.06627813630474577,-0.16330658748744575,0.17624367469167576,0.33736926395033184,0.8724465109107552,3.1003347451449237,-1294.5537285694784,106,mobile
84,84,12.680913381567878,67.93967735398653,39.33836304105786,105.93504980586546,68,13,0.24843435692124782,0.21974339251384528,1.5398740962435444,7,10.810414306000943,0,0.23452802418087249,0,0.10123244508379514,0.019584017530732467,0.10310936756807132,0.32387055943552706,0.950584283539925,3.1003347451449237,-1294.5537285694784,106,mobile
